, sample_no, plate_id, Eta.V_ave, Ni.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Mn.PM.Loading, Ce.PM.Loading, La.PM.Loading
1368, 1391, 3496, 0.350817, 0.5, 0.3, 0, 0.2, 0, 0
1369, 1392, 3496, 0.399627, 0.5, 0, 0.2, 0.1, 0, 0.2
1370, 1393, 3496, 0.575466, 0, 0, 0, 0.1, 0.1, 0.8
1371, 1394, 3496, 0.650796, 0, 0, 0, 0, 0.1, 0.9
1372, 1395, 3496, 0.39812, 0.4, 0, 0.5, 0, 0.1, 0
1373, 1396, 3496, 0.39298, 0.6, 0, 0.1, 0.1, 0.2, 0
1374, 1397, 3496, 0.444894, 0, 0.3, 0.2, 0, 0, 0.5
1375, 1398, 3496, 0.400864, 0.4, 0, 0, 0.4, 0.1, 0.1
1376, 1399, 3496, 0.394886, 0.1, 0.6, 0.1, 0, 0, 0.2
1377, 1400, 3496, 0.389441, 0, 0.1, 0.7, 0, 0.1, 0.1
1378, 1401, 3496, 0.373887, 0, 0.5, 0.1, 0, 0.3, 0.1
1379, 1402, 3496, 0.393128, 0, 0.7, 0.1, 0.1, 0, 0.1
1380, 1403, 3496, 0.347604, 0.3, 0.3, 0, 0, 0.3, 0.1
1381, 1404, 3496, 0.530768, 0, 0.1, 0, 0.9, 0, 0
1382, 1405, 3496, 0.385393, 0.2, 0.1, 0.6, 0, 0, 0.1
1383, 1406, 3496, 0.392796, 0, 0.5, 0.4, 0, 0.1, 0
1384, 1407, 3496, 0.389649, 0.6, 0.1, 0.1, 0, 0, 0.2
1385, 1408, 3496, 0.611569, 0.1, 0, 0, 0.3, 0.2, 0.4
1386, 1410, 3496, 0.452715, 0, 0, 0.4, 0.4, 0, 0.2
1387, 1411, 3496, 0.414744, 0.1, 0, 0, 0.8, 0, 0.1
1388, 1412, 3496, 0.431227, 0.1, 0, 0.2, 0.3, 0.4, 0
1389, 1413, 3496, 0.399113, 0.2, 0.3, 0.5, 0, 0, 0
1390, 1414, 3496, 0.410609, 0.2, 0, 0.3, 0.3, 0.2, 0
1391, 1415, 3496, 0.481714, 0, 0, 0.1, 0.5, 0, 0.4
1392, 1416, 3496, 0.442499, 0.3, 0, 0, 0.3, 0.3, 0.1
1393, 1417, 3496, 0.581896, 0, 0, 0, 0.1, 0.9, 0
1394, 1418, 3496, 0.420642, 0.1, 0.3, 0, 0.3, 0, 0.3
1395, 1419, 3496, 0.37632, 0, 0, 0.5, 0, 0.3, 0.2
1396, 1420, 3496, 0.414756, 0.1, 0.2, 0, 0.7, 0, 0
1397, 1421, 3496, 0.391629, 0, 0.1, 0.1, 0.7, 0, 0.1
1398, 1422, 3496, 0.400831, 0.1, 0.6, 0, 0.2, 0, 0.1
1399, 1423, 3496, 0.455573, 0, 0, 0.1, 0.4, 0.2, 0.3
1400, 1424, 3496, 0.400635, 0, 0, 0.2, 0, 0.5, 0.3
1401, 1425, 3496, 0.492761, 0, 0.2, 0, 0.3, 0.3, 0.2
1402, 1426, 3496, 0.376104, 0.2, 0.6, 0.1, 0, 0, 0.1
1403, 1427, 3496, 0.571737, 0, 0.1, 0, 0.1, 0.5, 0.3
1404, 1428, 3496, 0.39203, 0.2, 0.4, 0, 0, 0.1, 0.3
1405, 1429, 3496, 0.409598, 0, 0.1, 0.7, 0.2, 0, 0
1406, 1430, 3496, 0.399639, 0.1, 0, 0.1, 0.7, 0, 0.1
1407, 1431, 3496, 0.411389, 0, 0.9, 0.1, 0, 0, 0
1408, 1432, 3496, 0.391101, 0.1, 0.2, 0.3, 0, 0.4, 0
1409, 1433, 3496, 0.416535, 0, 0.4, 0.5, 0.1, 0, 0
1410, 1434, 3496, 0.41026, 0.3, 0, 0.1, 0.2, 0.4, 0
1411, 1435, 3496, 0.365006, 0.2, 0.3, 0.3, 0.2, 0, 0
1412, 1436, 3496, 0.524218, 0, 0.2, 0, 0.1, 0.2, 0.5
1413, 1437, 3496, 0.381951, 0.2, 0.5, 0, 0.3, 0, 0
1414, 1438, 3496, 0.489023, 0, 0.2, 0.1, 0.3, 0, 0.4
1415, 1439, 3496, 0.379741, 0.1, 0.7, 0.1, 0, 0.1, 0
1416, 1440, 3496, 0.386684, 0, 0.7, 0.2, 0, 0, 0.1
1417, 1441, 3496, 0.408387, 0.3, 0, 0.1, 0.1, 0.5, 0
1418, 1442, 3496, 0.463506, 0, 0.1, 0.1, 0, 0.4, 0.4
1419, 1443, 3496, 0.428955, 0.4, 0, 0, 0.4, 0, 0.2
1420, 1444, 3496, 0.429005, 0.2, 0, 0, 0.4, 0.1, 0.3
1421, 1445, 3496, 0.354182, 0.4, 0.3, 0, 0, 0.3, 0
1422, 1446, 3496, 0.397166, 0, 0.3, 0.7, 0, 0, 0
1423, 1447, 3496, 0.396199, 0, 0.1, 0.1, 0.7, 0.1, 0
1424, 1448, 3496, 0.426202, 0.3, 0.2, 0, 0, 0, 0.5
1425, 1449, 3496, 0.517698, 0.1, 0, 0, 0, 0.5, 0.4
1426, 1450, 3496, 0.491632, 0, 0, 0.1, 0.4, 0.3, 0.2
1427, 1451, 3496, 0.348367, 0.4, 0.2, 0, 0, 0.3, 0.1
1428, 1452, 3496, 0.48466, 0, 0.3, 0, 0.2, 0.5, 0
1429, 1453, 3496, 0.454182, 0.1, 0, 0.4, 0.1, 0, 0.4
1430, 1454, 3496, 0.382962, 0.1, 0.2, 0.5, 0.2, 0, 0
1431, 1455, 3496, 0.363959, 0.5, 0.2, 0.2, 0, 0.1, 0
1432, 1456, 3496, 0.390135, 0.5, 0, 0.3, 0, 0.2, 0
1433, 1457, 3496, 0.347107, 0.5, 0.4, 0, 0, 0.1, 0
1434, 1458, 3496, 0.401146, 0.4, 0, 0, 0.1, 0.3, 0.2
1435, 1459, 3496, 0.384332, 0, 0.3, 0.5, 0.1, 0, 0.1
1436, 1460, 3496, 0.386534, 0.2, 0.3, 0, 0, 0.2, 0.3
1437, 1461, 3496, 0.454104, 0.1, 0.2, 0, 0.3, 0, 0.4
1438, 1462, 3496, 0.390599, 0.3, 0.1, 0, 0.6, 0, 0
1439, 1463, 3496, 0.444154, 0, 0.5, 0, 0, 0.5, 0
1440, 1464, 3496, 0.411276, 0, 0.3, 0.5, 0, 0, 0.2
1441, 1465, 3496, 0.507947, 0, 0, 0.1, 0.2, 0.3, 0.4
1442, 1466, 3496, 0.396473, 0.2, 0.4, 0.4, 0, 0, 0
1443, 1467, 3496, 0.479082, 0, 0, 0.3, 0.1, 0, 0.6
1444, 1468, 3496, 0.410358, 0.1, 0.5, 0.1, 0, 0, 0.3
1445, 1469, 3496, 0.440001, 0, 0.2, 0.1, 0.6, 0.1, 0
1446, 1470, 3496, 0.403933, 0.7, 0, 0.1, 0.1, 0.1, 0
1447, 1471, 3496, 0.38739, 0, 0.2, 0.6, 0, 0.1, 0.1
1448, 1472, 3496, 0.521683, 0.2, 0, 0.1, 0, 0.1, 0.6
1449, 1474, 3496, 0.464873, 0, 0.2, 0.1, 0.3, 0.4, 0
1450, 1475, 3496, 0.48471, 0, 0.2, 0.1, 0, 0.1, 0.6
1451, 1476, 3496, 0.388308, 0.4, 0, 0.1, 0, 0.5, 0
1452, 1477, 3496, 0.554171, 0, 0.1, 0, 0.2, 0.2, 0.5
1453, 1478, 3496, 0.421863, 0.1, 0.6, 0.3, 0, 0, 0
1454, 1479, 3496, 0.422771, 0, 0, 0.1, 0.9, 0, 0
1455, 1480, 3496, 0.390348, 0.4, 0, 0.4, 0, 0.1, 0.1
1456, 1481, 3496, 0.39252, 0.7, 0, 0, 0.1, 0.2, 0
1457, 1482, 3496, 0.416849, 0.2, 0, 0.1, 0, 0.4, 0.3
1458, 1483, 3496, 0.414908, 0.1, 0.7, 0.1, 0.1, 0, 0
1459, 1484, 3496, 0.419269, 0, 0.7, 0.3, 0, 0, 0
1460, 1485, 3496, 0.413558, 0, 0.8, 0, 0.1, 0, 0.1
1461, 1486, 3496, 0.402216, 0, 0.1, 0.2, 0.4, 0.3, 0
1462, 1487, 3496, 0.376693, 0.4, 0.6, 0, 0, 0, 0
1463, 1488, 3496, 0.374207, 0, 0.4, 0.2, 0, 0.3, 0.1
1464, 1489, 3496, 0.417886, 0.3, 0, 0.1, 0.3, 0.3, 0
1465, 1490, 3496, 0.391281, 0.6, 0, 0, 0.1, 0, 0.3
1466, 1491, 3496, 0.383805, 0.1, 0, 0, 0.6, 0.1, 0.2
1467, 1492, 3496, 0.396732, 0.1, 0.2, 0, 0.6, 0.1, 0
1468, 1493, 3496, 0.399649, 0.4, 0, 0.2, 0, 0, 0.4
1469, 1494, 3496, 0.415092, 0.1, 0.4, 0.2, 0, 0, 0.3
1470, 1495, 3496, 0.342391, 0.5, 0.2, 0, 0.2, 0, 0.1
1471, 1496, 3496, 0.402169, 0, 0.3, 0.5, 0.1, 0.1, 0
1472, 1497, 3496, 0.443329, 0, 0, 0.2, 0, 0.4, 0.4
1473, 1498, 3496, 0.39577, 0.4, 0, 0.4, 0.1, 0, 0.1
1474, 1499, 3496, 0.398531, 0, 0.1, 0.5, 0, 0.4, 0
1475, 1500, 3496, 0.488829, 0, 0.2, 0, 0.5, 0, 0.3
1476, 1501, 3496, 0.423326, 0, 0, 0.6, 0, 0.1, 0.3
1477, 1502, 3496, 0.57573, 0, 0, 0, 0.7, 0.1, 0.2
1478, 1503, 3496, 0.361322, 0.1, 0, 0.3, 0, 0.5, 0.1
1479, 1504, 3496, 0.41669, 0, 0.1, 0.8, 0.1, 0, 0
1480, 1505, 3496, 0.409719, 0.2, 0.4, 0, 0, 0, 0.4
1481, 1506, 3496, 0.574442, 0, 0.1, 0, 0.4, 0.2, 0.3
1482, 1507, 3496, 0.472917, 0, 0.3, 0, 0.3, 0, 0.4
1483, 1508, 3496, 0.421824, 0, 0, 0.5, 0.1, 0.1, 0.3
1484, 1509, 3496, 0.389248, 0, 0.6, 0.1, 0, 0.3, 0
1485, 1510, 3496, 0.357168, 0.7, 0.1, 0, 0.1, 0.1, 0
1486, 1511, 3496, 0.483992, 0, 0.3, 0, 0.2, 0, 0.5
1487, 1512, 3496, 0.572781, 0, 0, 0, 0.3, 0.7, 0
1488, 1513, 3496, 0.397208, 0, 0.4, 0.3, 0, 0.3, 0
1489, 1514, 3496, 0.429217, 0.1, 0, 0.5, 0.3, 0.1, 0
1490, 1515, 3496, 0.428907, 0.1, 0, 0.5, 0, 0.1, 0.3
1491, 1516, 3496, 0.442486, 0, 0, 0.6, 0.3, 0.1, 0
1492, 1517, 3496, 0.399247, 0, 0.5, 0.1, 0, 0.1, 0.3
1493, 1518, 3496, 0.347741, 0.4, 0.4, 0, 0.1, 0.1, 0
1494, 1519, 3496, 0.414399, 0, 0.5, 0.2, 0, 0, 0.3
1495, 1520, 3496, 0.453664, 0, 0.5, 0, 0, 0, 0.5
1496, 1521, 3496, 0.406218, 0, 0, 0.1, 0.6, 0.3, 0
1497, 1522, 3496, 0.372256, 0.3, 0.2, 0.1, 0, 0.4, 0
1498, 1523, 3496, 0.343593, 0.5, 0.3, 0, 0.1, 0.1, 0
1499, 1524, 3496, 0.513671, 0.1, 0, 0, 0.3, 0, 0.6
1500, 1525, 3496, 0.385939, 0.2, 0.1, 0.1, 0, 0.6, 0
1501, 1526, 3496, 0.453296, 0, 0, 0.1, 0.7, 0, 0.2
1502, 1527, 3496, 0.497949, 0, 0.3, 0, 0.3, 0.4, 0
1503, 1528, 3496, 0.433263, 0, 0.4, 0, 0.1, 0.2, 0.3
1504, 1529, 3496, 0.414025, 0, 0.3, 0.6, 0.1, 0, 0
1505, 1530, 3496, 0.422012, 0, 0.3, 0.2, 0.2, 0.3, 0
1506, 1531, 3496, 0.383823, 0, 0.5, 0.3, 0.1, 0, 0.1
1507, 1532, 3496, 0.475238, 0.2, 0, 0.2, 0.1, 0, 0.5
1508, 1533, 3496, 0.582047, 0, 0.1, 0, 0.5, 0.4, 0
1509, 1534, 3496, 0.46253, 0, 0, 0.3, 0.3, 0.1, 0.3
1510, 1535, 3496, 0.445147, 0.1, 0.3, 0, 0.4, 0.2, 0
1511, 1536, 3496, 0.454322, 0.5, 0, 0, 0.1, 0, 0.4
1512, 1538, 3496, 0.443231, 0, 0.4, 0, 0, 0.6, 0
1513, 1539, 3496, 0.382355, 0.4, 0, 0.5, 0.1, 0, 0
1514, 1540, 3496, 0.391414, 0.2, 0.4, 0, 0.4, 0, 0
1515, 1541, 3496, 0.392399, 0, 0, 0.7, 0, 0.3, 0
1516, 1542, 3496, 0.389951, 0.1, 0.3, 0.4, 0.2, 0, 0
1517, 1543, 3496, 0.383665, 0.2, 0.3, 0, 0.3, 0, 0.2
1518, 1544, 3496, 0.374495, 0.8, 0, 0, 0, 0.1, 0.1
1519, 1545, 3496, 0.440542, 0, 0.1, 0.5, 0, 0, 0.4
1520, 1546, 3496, 0.420619, 0, 0.6, 0, 0, 0.1, 0.3
1521, 1547, 3496, 0.399605, 0.5, 0, 0.1, 0, 0, 0.4
1522, 1548, 3496, 0.411778, 0.1, 0.1, 0, 0.4, 0.4, 0
1523, 1549, 3496, 0.393253, 0, 0.4, 0.5, 0, 0.1, 0
1524, 1550, 3496, 0.398544, 0.1, 0.3, 0, 0.5, 0, 0.1
1525, 1551, 3496, 0.434358, 0, 0, 0.2, 0.2, 0.5, 0.1
1526, 1552, 3496, 0.383576, 0.3, 0.1, 0.1, 0.5, 0, 0
1527, 1553, 3496, 0.425117, 0, 0.3, 0.2, 0, 0.1, 0.4
1528, 1554, 3496, 0.402409, 0, 0.1, 0.4, 0.5, 0, 0
1529, 1555, 3496, 0.388211, 0.2, 0.1, 0.3, 0.4, 0, 0
1530, 1556, 3496, 0.431945, 0.4, 0, 0, 0.2, 0, 0.4
1531, 1557, 3496, 0.372717, 0, 0.1, 0.5, 0, 0.3, 0.1
1532, 1558, 3496, 0.465074, 0, 0, 0.1, 0.5, 0.1, 0.3
1533, 1559, 3496, 0.35817, 0.7, 0.1, 0.1, 0, 0.1, 0
1534, 1560, 3496, 0.368832, 0.3, 0, 0.2, 0, 0.4, 0.1
1535, 1561, 3496, 0.397644, 0.2, 0.1, 0, 0.7, 0, 0
1536, 1562, 3496, 0.390685, 0.5, 0, 0.1, 0.2, 0, 0.2
1537, 1563, 3496, 0.370431, 0.4, 0.1, 0.4, 0, 0.1, 0
1538, 1564, 3496, 0.411582, 0, 0.2, 0.5, 0.2, 0, 0.1
1539, 1565, 3496, 0.408848, 0, 0.5, 0, 0, 0.3, 0.2
1540, 1566, 3496, 0.424297, 0.2, 0, 0.1, 0, 0.3, 0.4
1541, 1567, 3496, 0.399023, 0, 0.5, 0.3, 0.1, 0.1, 0
1542, 1568, 3496, 0.475128, 0.1, 0, 0.1, 0.3, 0.5, 0
1543, 1569, 3496, 0.457194, 0, 0, 0.2, 0.1, 0.2, 0.5
1544, 1570, 3496, 0.459205, 0, 0.2, 0.3, 0, 0, 0.5
1545, 1571, 3496, 0.427981, 0.3, 0, 0, 0.2, 0.5, 0
1546, 1572, 3496, 0.433626, 0.1, 0.4, 0, 0.1, 0, 0.4
1547, 1573, 3496, 0.431786, 0, 0.2, 0.1, 0, 0.3, 0.4
1548, 1574, 3496, 0.39039, 0, 0.6, 0.3, 0, 0.1, 0
1549, 1575, 3496, 0.423155, 0, 0.5, 0, 0.1, 0.2, 0.2
1550, 1576, 3496, 0.376354, 0.2, 0.6, 0, 0.1, 0, 0.1
1551, 1577, 3496, 0.356087, 0.3, 0.4, 0, 0.2, 0, 0.1
1552, 1578, 3496, 0.380941, 0.7, 0.1, 0, 0, 0, 0.2
1553, 1579, 3496, 0.388802, 0.7, 0, 0, 0, 0.2, 0.1
1554, 1580, 3496, 0.48772, 0, 0, 0.1, 0.3, 0.6, 0
1555, 1581, 3496, 0.412528, 0.4, 0, 0.4, 0.2, 0, 0
1556, 1582, 3496, 0.43638, 0.2, 0, 0, 0.5, 0.2, 0.1
1557, 1583, 3496, 0.440206, 0, 0, 0.4, 0, 0.2, 0.4
1558, 1584, 3496, 0.472017, 0, 0, 0.1, 0, 0.5, 0.4
1559, 1585, 3496, 0.396076, 0.1, 0.4, 0.2, 0.3, 0, 0
1560, 1586, 3496, 0.439601, 0.1, 0.2, 0, 0.5, 0, 0.2
1561, 1587, 3496, 0.433806, 0, 0, 0.4, 0.5, 0.1, 0
1562, 1588, 3496, 0.344151, 0.7, 0.2, 0, 0, 0, 0.1
1563, 1589, 3496, 0.44797, 0.4, 0, 0.1, 0, 0.1, 0.4
1564, 1590, 3496, 0.417832, 0.1, 0.4, 0, 0.3, 0, 0.2
1565, 1591, 3496, 0.44591, 0.1, 0, 0.3, 0.6, 0, 0
1566, 1592, 3496, 0.354422, 0.5, 0.3, 0.1, 0, 0, 0.1
1567, 1593, 3496, 0.431414, 0.2, 0, 0.3, 0.4, 0.1, 0
1568, 1594, 3496, 0.39209, 0.1, 0.3, 0.2, 0, 0.4, 0
1569, 1595, 3496, 0.39966, 0.4, 0, 0.3, 0.1, 0.2, 0
1570, 1596, 3496, 0.424364, 0, 0.5, 0.1, 0.3, 0.1, 0
1571, 1597, 3496, 0.457693, 0, 0, 0.4, 0.4, 0.1, 0.1
1572, 1598, 3496, 0.412926, 0.4, 0, 0.5, 0, 0, 0.1
1573, 1599, 3496, 0.637003, 0, 0, 0, 0.3, 0.4, 0.3
1574, 1600, 3496, 0.470364, 0, 0, 0.1, 0.5, 0.3, 0.1
1575, 1602, 3496, 0.385151, 0.1, 0.5, 0.2, 0.2, 0, 0
1576, 1603, 3496, 0.455848, 0, 0.6, 0, 0, 0, 0.4
1577, 1604, 3496, 0.491663, 0, 0.3, 0, 0, 0.7, 0
1578, 1605, 3496, 0.354681, 0.6, 0.2, 0.1, 0, 0, 0.1
1579, 1606, 3496, 0.532109, 0, 0.1, 0, 0.1, 0, 0.8
1580, 1607, 3496, 0.419806, 0, 0.3, 0.2, 0.1, 0.4, 0
1581, 1608, 3496, 0.37185, 0.2, 0.3, 0, 0.3, 0.2, 0
1582, 1609, 3496, 0.377475, 0.3, 0.1, 0.5, 0, 0, 0.1
1583, 1610, 3496, 0.37574, 0.3, 0.1, 0, 0.4, 0.2, 0
1584, 1611, 3496, 0.395283, 0.1, 0, 0, 0.7, 0.1, 0.1
1585, 1612, 3496, 0.488518, 0.1, 0.1, 0, 0, 0.1, 0.7
1586, 1613, 3496, 0.412929, 0.1, 0.2, 0.5, 0, 0, 0.2
1587, 1614, 3496, 0.40796, 0.2, 0, 0.6, 0.1, 0, 0.1
1588, 1615, 3496, 0.445091, 0, 0.1, 0.3, 0.2, 0.4, 0
1589, 1616, 3496, 0.400833, 0, 0.3, 0.4, 0.2, 0, 0.1
1590, 1617, 3496, 0.408428, 0.3, 0, 0.4, 0.3, 0, 0
1591, 1618, 3496, 0.404771, 0.3, 0, 0.4, 0.2, 0, 0.1
1592, 1619, 3496, 0.41653, 0.7, 0, 0, 0.3, 0, 0
1593, 1620, 3496, 0.434513, 0.2, 0.1, 0, 0.2, 0, 0.5
1594, 1621, 3496, 0.416361, 0, 0.5, 0.1, 0.2, 0, 0.2
1595, 1622, 3496, 0.457832, 0.3, 0, 0, 0.1, 0.1, 0.5
1596, 1623, 3496, 0.375485, 0, 0.4, 0.4, 0, 0.1, 0.1
1597, 1624, 3496, 0.478308, 0, 0.3, 0, 0.4, 0.3, 0
1598, 1625, 3496, 0.458169, 0.2, 0, 0, 0.1, 0.3, 0.4
1599, 1626, 3496, 0.404453, 0.2, 0, 0, 0.5, 0.1, 0.2
1600, 1627, 3496, 0.390885, 0, 0.6, 0.2, 0.1, 0, 0.1
1601, 1628, 3496, 0.467782, 0, 0.3, 0, 0.4, 0, 0.3
1602, 1629, 3496, 0.375172, 0, 0.3, 0.2, 0, 0.4, 0.1
1603, 1630, 3496, 0.407952, 0.1, 0, 0.3, 0, 0.3, 0.3
1604, 1631, 3496, 0.423146, 0, 0.2, 0.1, 0, 0.6, 0.1
1605, 1632, 3496, 0.449258, 0.1, 0.2, 0, 0.1, 0, 0.6
1606, 1633, 3496, 0.387401, 0.3, 0, 0.4, 0, 0.3, 0
1607, 1634, 3496, 0.434643, 0.3, 0, 0.1, 0.3, 0, 0.3
1608, 1635, 3496, 0.374683, 0, 0.3, 0.3, 0, 0.3, 0.1
1609, 1636, 3496, 0.367374, 0.3, 0.3, 0, 0.2, 0, 0.2
1610, 1637, 3496, 0.473873, 0.3, 0, 0, 0.2, 0.2, 0.3
1611, 1638, 3496, 0.400087, 0, 0.1, 0.8, 0, 0.1, 0
1612, 1639, 3496, 0.460495, 0, 0, 0.2, 0.3, 0.2, 0.3
1613, 1640, 3496, 0.363959, 0.5, 0.3, 0.1, 0.1, 0, 0
1614, 1641, 3496, 0.470357, 0.3, 0, 0, 0.2, 0.4, 0.1
1615, 1642, 3496, 0.375653, 0.3, 0, 0.3, 0, 0.3, 0.1
1616, 1643, 3496, 0.44666, 0, 0, 0.6, 0, 0, 0.4
1617, 1644, 3496, 0.397964, 0, 0.6, 0.1, 0.1, 0.2, 0
1618, 1645, 3496, 0.526041, 0.1, 0, 0, 0, 0.7, 0.2
1619, 1646, 3496, 0.540632, 0, 0, 0.1, 0, 0.2, 0.7
1620, 1647, 3496, 0.589601, 0.1, 0, 0, 0.4, 0.4, 0.1
1621, 1648, 3496, 0.39335, 0.6, 0, 0, 0.2, 0.1, 0.1
1622, 1649, 3496, 0.403385, 0.2, 0.5, 0.1, 0, 0, 0.2
1623, 1650, 3496, 0.458977, 0, 0, 0.5, 0.3, 0, 0.2
1624, 1651, 3496, 0.508387, 0.3, 0, 0, 0.3, 0.4, 0
1625, 1652, 3496, 0.421761, 0.1, 0.3, 0.3, 0, 0, 0.3
1626, 1653, 3496, 0.537429, 0.2, 0, 0, 0.1, 0, 0.7
1627, 1654, 3496, 0.395299, 0, 0, 0.5, 0.1, 0.3, 0.1
1628, 1655, 3496, 0.450535, 0, 0.1, 0.3, 0, 0.1, 0.5
1629, 1656, 3496, 0.432772, 0, 0.1, 0.5, 0.1, 0.3, 0
1630, 1657, 3496, 0.459216, 0.4, 0, 0, 0.2, 0.4, 0
1631, 1658, 3496, 0.371034, 0.4, 0.3, 0, 0.1, 0, 0.2
1632, 1659, 3496, 0.411635, 0.1, 0, 0.8, 0, 0, 0.1
1633, 1660, 3496, 0.459812, 0, 0, 0.2, 0.4, 0.3, 0.1
1634, 1661, 3496, 0.416974, 0.1, 0.4, 0, 0.1, 0.4, 0
1635, 1662, 3496, 0.386631, 0.5, 0.2, 0.1, 0, 0, 0.2
1636, 1663, 3496, 0.50891, 0, 0, 0.1, 0.3, 0.4, 0.2
1637, 1664, 3496, 0.370031, 0.3, 0.3, 0.3, 0, 0, 0.1
1638, 1666, 3496, 0.360901, 0.1, 0, 0.4, 0, 0.4, 0.1
1639, 1667, 3496, 0.502865, 0, 0.1, 0, 0, 0.4, 0.5
1640, 1668, 3496, 0.429788, 0.3, 0, 0, 0.1, 0.3, 0.3
1641, 1669, 3496, 0.412619, 0, 0.7, 0, 0.1, 0.2, 0
1642, 1670, 3496, 0.407551, 0, 0.2, 0.4, 0.3, 0.1, 0
1643, 1671, 3496, 0.538002, 0.1, 0, 0, 0, 0, 0.9
1644, 1672, 3496, 0.383117, 0.4, 0.1, 0, 0.5, 0, 0
1645, 1673, 3496, 0.380925, 0.1, 0.4, 0, 0, 0.4, 0.1
1646, 1674, 3496, 0.636811, 0, 0, 0, 0.4, 0.6, 0
1647, 1675, 3496, 0.58197, 0.1, 0, 0, 0, 0.3, 0.6
1648, 1676, 3496, 0.402467, 0.4, 0, 0.2, 0.3, 0.1, 0
1649, 1677, 3496, 0.415029, 0, 0.1, 0.4, 0.4, 0, 0.1
1650, 1678, 3496, 0.371127, 0, 0, 0.3, 0, 0.6, 0.1
1651, 1679, 3496, 0.428899, 0, 0, 0.5, 0.1, 0.4, 0
1652, 1680, 3496, 0.491637, 0, 0, 0.3, 0, 0, 0.7
1653, 1681, 3496, 0.44892, 0, 0, 0.2, 0.3, 0.5, 0
1654, 1682, 3496, 0.361568, 0.2, 0.3, 0, 0, 0.4, 0.1
1655, 1683, 3496, 0.368464, 0.4, 0.1, 0, 0, 0.4, 0.1
1656, 1684, 3496, 0.466771, 0, 0.3, 0, 0.6, 0.1, 0
1657, 1685, 3496, 0.411404, 0.3, 0.2, 0, 0, 0.1, 0.4
1658, 1686, 3496, 0.505474, 0, 0, 0.1, 0.2, 0, 0.7
1659, 1687, 3496, 0.408214, 0, 0.5, 0, 0, 0.2, 0.3
1660, 1688, 3496, 0.386293, 0, 0.7, 0.1, 0, 0.2, 0
1661, 1689, 3496, 0.342876, 0.4, 0.3, 0, 0, 0.2, 0.1
1662, 1690, 3496, 0.576034, 0, 0.1, 0, 0, 0.9, 0
1663, 1691, 3496, 0.407949, 0.1, 0, 0.8, 0, 0.1, 0
1664, 1692, 3496, 0.398287, 0, 0.5, 0.2, 0.2, 0.1, 0
1665, 1693, 3496, 0.353576, 0.3, 0.4, 0, 0.2, 0.1, 0
1666, 1694, 3496, 0.382568, 0.3, 0.1, 0, 0.5, 0.1, 0
1667, 1695, 3496, 0.38708, 0.7, 0, 0.1, 0, 0, 0.2
1668, 1696, 3496, 0.373531, 0.3, 0, 0.4, 0, 0.2, 0.1
1669, 1697, 3496, 0.376217, 0.3, 0.2, 0.4, 0, 0.1, 0
1670, 1698, 3496, 0.404373, 0, 0.6, 0.1, 0.2, 0, 0.1
1671, 1699, 3496, 0.452893, 0, 0, 0.5, 0.2, 0, 0.3
1672, 1700, 3496, 0.52652, 0, 0.1, 0, 0.1, 0.2, 0.6
1673, 1701, 3496, 0.400326, 0.2, 0, 0.7, 0.1, 0, 0
1674, 1702, 3496, 0.407653, 0.1, 0.6, 0, 0.1, 0, 0.2
1675, 1703, 3496, 0.394352, 0.2, 0.5, 0, 0.1, 0, 0.2
1676, 1704, 3496, 0.458626, 0, 0.3, 0, 0, 0.5, 0.2
1677, 1705, 3496, 0.41623, 0.3, 0.1, 0.2, 0, 0, 0.4
1678, 1706, 3496, 0.428479, 0.1, 0.1, 0, 0, 0.8, 0
1679, 1707, 3496, 0.450695, 0, 0.4, 0, 0.4, 0.1, 0.1
1680, 1708, 3496, 0.35762, 0.4, 0.2, 0.3, 0.1, 0, 0
1681, 1709, 3496, 0.407766, 0, 0.6, 0, 0, 0.3, 0.1
1682, 1710, 3496, 0.445906, 0, 0, 0.5, 0.4, 0, 0.1
1683, 1711, 3496, 0.466024, 0, 0.1, 0.3, 0.2, 0, 0.4
1684, 1712, 3496, 0.414501, 0.1, 0.4, 0, 0.4, 0, 0.1
1685, 1713, 3496, 0.484153, 0, 0.3, 0, 0, 0.2, 0.5
1686, 1714, 3496, 0.410208, 0.2, 0, 0.3, 0.1, 0.4, 0
1687, 1715, 3496, 0.520852, 0.1, 0, 0, 0.5, 0.4, 0
1688, 1716, 3496, 0.391169, 0, 0.1, 0.3, 0, 0.6, 0
1689, 1717, 3496, 0.431818, 0, 0, 0.4, 0.5, 0, 0.1
1690, 1718, 3496, 0.452738, 0, 0, 0.1, 0, 0.9, 0
1691, 1719, 3496, 0.432162, 0, 0.3, 0.1, 0.4, 0, 0.2
1692, 1720, 3496, 0.439574, 0.5, 0, 0, 0.2, 0, 0.3
1693, 1721, 3496, 0.37922, 0.3, 0.2, 0.1, 0.4, 0, 0
1694, 1722, 3496, 0.432586, 0.1, 0.4, 0.1, 0, 0, 0.4
1695, 1723, 3496, 0.364738, 0.1, 0, 0.2, 0, 0.6, 0.1
1696, 1724, 3496, 0.419613, 0, 0.4, 0.1, 0.1, 0.4, 0
1697, 1725, 3496, 0.43942, 0, 0.4, 0.1, 0.1, 0, 0.4
1698, 1726, 3496, 0.426022, 0, 0.2, 0.4, 0.3, 0, 0.1
